ThreadNum,NumSize,Time
1,256,0.00957271030971
1,512,0.00410154887608
1,1024,0.0040979044778
1,2048,0.00410086768014
1,4096,0.00410655566624
1,8192,0.00415205955505
1,16384,0.00415938241141
1,32768,0.00425437518529
1,65536,0.00441888400487
1,131072,0.00474340575082
1,262144,0.00538519450596
1,524288,0.00671713692801
1,1048576,0.00939743859427
1,2097152,0.0149646827153
1,4194304,0.0260467188699
1,8388608,0.0407231194632
1,16777216,0.0731344223022
1,33554432,0.143930673599
1,67108864,0.300637653896
1,134217728,0.937117985317
1,268435456,2.39853610311
2,256,0.00441265106201
2,512,0.00417671884809
2,1024,0.00440921102251
2,2048,0.00410001618522
2,4096,0.00416146005903
2,8192,0.00417709350586
2,16384,0.00417137145996
2,32768,0.00419272695269
2,65536,0.00431643213545
2,131072,0.00452429907663
2,262144,0.00491145678929
2,524288,0.00588880266462
2,1048576,0.00743133681161
2,2097152,0.0109782900129
2,4194304,0.0184044837952
2,8388608,0.0286839689527
2,16777216,0.0558399472918
2,33554432,0.0881178379059
2,67108864,0.175513574055
2,134217728,0.551029988698
2,268435456,1.48999888556
3,256,0.00432702473232
3,512,0.00417876243591
3,1024,0.00401384489877
3,2048,0.00411244801113
3,4096,0.00415127617972
3,8192,0.00437242644174
3,16384,0.00415781566075
3,32768,0.00421404838562
3,65536,0.00428012439183
3,131072,0.00451503481184
3,262144,0.00479401860918
3,524288,0.00590814862932
3,1048576,0.00795582362584
3,2097152,0.0116876874651
3,4194304,0.0194042410169
3,8388608,0.0305074283055
3,16777216,0.0576798915863
3,33554432,0.113646132605
3,67108864,0.257717915944
3,134217728,0.683397122792
3,268435456,1.69112641471
4,256,0.00415175301688
4,512,0.0041310106005
4,1024,0.00416633061
4,2048,0.00411398070199
4,4096,0.00414848327637
4,8192,0.00401847703116
4,16384,0.00407154219491
4,32768,0.00443625450134
4,65536,0.00415430750166
4,131072,0.00451060703823
4,262144,0.00455900600978
4,524288,0.00539684295654
4,1048576,0.00700688362122
4,2097152,0.0100231511252
4,4194304,0.0154367515019
4,8388608,0.0256990024022
4,16777216,0.0489810534886
4,33554432,0.0927429880415
4,67108864,0.192918436868
4,134217728,0.566011565072
4,268435456,1.46264985629
5,256,0.00381582123893
5,512,0.00349804333278
5,1024,0.0038856778826
5,2048,0.00373084204538
5,4096,0.00381554876055
5,8192,0.00373952729361
5,16384,0.00371711594718
5,32768,0.00384719031198
5,65536,0.00431377547128
5,131072,0.00424259049552
5,262144,0.0046238558633
5,524288,0.00527129854475
5,1048576,0.00669268199376
5,2097152,0.00949716567993
5,4194304,0.0153271470751
5,8388608,0.0267115320478
5,16777216,0.0505245413099
5,33554432,0.0990220138005
5,67108864,0.196442263467
5,134217728,0.511510406222
5,268435456,0.994316611971
6,256,0.00385008539472
6,512,0.00350431033543
6,1024,0.00363084248134
6,2048,0.00357954842704
6,4096,0.00368973187038
6,8192,0.00382930891854
6,16384,0.00370900971549
6,32768,0.00445256914411
6,65536,0.00375083514622
6,131072,0.00387024879456
6,262144,0.00399317060198
6,524288,0.00447409493583
6,1048576,0.0059084211077
6,2097152,0.0080338546208
6,4194304,0.0128267151969
6,8388608,0.0236142703465
6,16777216,0.0438256604331
6,33554432,0.090605701719
6,67108864,0.194514921733
6,134217728,0.532166821616
6,268435456,1.41515350342
7,256,0.00335509436471
7,512,0.0032810143062
7,1024,0.00329099382673
7,2048,0.00327157974243
7,4096,0.00326217923846
7,8192,0.00341037341527
7,16384,0.00341323443821
7,32768,0.00327301025391
7,65536,0.00339123180934
7,131072,0.00344402449472
7,262144,0.00362968444824
7,524288,0.00439282826015
7,1048576,0.00543699945722
7,2097152,0.00777673721313
7,4194304,0.0129262719836
7,8388608,0.024309532983
7,16777216,0.0445920739855
7,33554432,0.0931756837027
7,67108864,0.200137342725
7,134217728,0.52647457804
7,268435456,1.32313776016
8,256,0.00383629117693
8,512,0.00367743628366
8,1024,0.0036655834743
8,2048,0.00408288410732
8,4096,0.00439238548279
8,8192,0.00408833367484
8,16384,0.00438029425485
8,32768,0.00403496197292
8,65536,0.00413649422782
8,131072,0.00434439522879
8,262144,0.00448053223746
8,524288,0.00481731551034
8,1048576,0.00587395259312
8,2097152,0.00834267480033
8,4194304,0.0135379518781
8,8388608,0.0230572904859
8,16777216,0.0417995793479
8,33554432,0.08222757067
8,67108864,0.177566017423
8,134217728,0.500308377402
8,268435456,1.38650812422
9,256,0.00409626960754
9,512,0.00355475289481
9,1024,0.00363905089242
9,2048,0.00363717760359
9,4096,0.00372849191938
9,8192,0.00404187611171
9,16384,0.00392750331334
9,32768,0.0038344178881
9,65536,0.00399027551923
9,131072,0.00433649335589
9,262144,0.00427947725568
9,524288,0.00466711180551
9,1048576,0.00560310908726
9,2097152,0.00741355759757
9,4194304,0.011504309518
9,8388608,0.0199079172952
9,16777216,0.0388695512499
9,33554432,0.0759217398507
9,67108864,0.164021049227
9,134217728,0.47572183609
9,268435456,1.29148571832
10,256,0.00386370931353
10,512,0.00330972671509
10,1024,0.00332570075989
10,2048,0.00341728755406
10,4096,0.00341742379325
10,8192,0.0036119052342
10,16384,0.00332576887948
10,32768,0.0034008366721
10,65536,0.00348387445722
10,131072,0.00348118373326
10,262144,0.00380642073495
10,524288,0.00400015286037
10,1048576,0.00494497162955
10,2097152,0.00680766786848
10,4194304,0.0104225703648
10,8388608,0.0182134423937
10,16777216,0.0358412946974
10,33554432,0.0697214944022
10,67108864,0.148037024907
10,134217728,0.451051848275
10,268435456,1.32136801311
11,256,0.00353687150138
11,512,0.0034818308694
11,1024,0.00359916687012
11,2048,0.00357607432774
11,4096,0.00348796163286
11,8192,0.00354191235134
11,16384,0.00383584839957
11,32768,0.00352232796805
11,65536,0.0035491330283
11,131072,0.00369085584368
11,262144,0.00387154306684
11,524288,0.00404463495527
11,1048576,0.00513025692531
11,2097152,0.00672156470163
11,4194304,0.0102982521057
11,8388608,0.0176251275199
11,16777216,0.0336514541081
11,33554432,0.0665638446808
11,67108864,0.145503623145
11,134217728,0.452913011823
11,268435456,1.18729754857
12,256,0.00382746968951
12,512,0.00343571390424
12,1024,0.00376013347081
12,2048,0.00352300916399
12,4096,0.00375703402928
12,8192,0.00367001124791
12,16384,0.00349242346627
12,32768,0.00370952061244
12,65536,0.00356142861503
12,131072,0.00361272266933
12,262144,0.00395560264587
12,524288,0.00428754942758
12,1048576,0.00507545471191
12,2097152,0.00673130580357
12,4194304,0.0100933824267
12,8388608,0.0175595964704
12,16777216,0.0359325408936
12,33554432,0.0731825487954
12,67108864,0.163777385439
12,134217728,0.443113735744
12,268435456,1.19432939802
13,256,0.00350914682661
13,512,0.00359603336879
13,1024,0.00359398978097
13,2048,0.00350379943848
13,4096,0.00349712371826
13,8192,0.00359177589417
13,16384,0.00339882714408
13,32768,0.00340683119638
13,65536,0.00342314583915
13,131072,0.00358506611415
13,262144,0.00402106557574
13,524288,0.00459398542132
13,1048576,0.00509701456342
13,2097152,0.00644298962184
13,4194304,0.00962471961975
13,8388608,0.0167843273708
13,16777216,0.0326332705362
13,33554432,0.070025409971
13,67108864,0.160859005792
13,134217728,0.422169855663
13,268435456,0.997814280646
14,256,0.00504337038313
14,512,0.00700279644557
14,1024,0.00601128169468
14,2048,0.0036985874176
14,4096,0.00355240276882
14,8192,0.00356960296631
14,16384,0.00353452137538
14,32768,0.00362576757159
14,65536,0.00364031110491
14,131072,0.00386248316084
14,262144,0.00380257197789
14,524288,0.00412501607622
14,1048576,0.00485951559884
14,2097152,0.00593611172267
14,4194304,0.00865139280047
14,8388608,0.0138507911137
14,16777216,0.0284779753004
14,33554432,0.0525210244315
14,67108864,0.124019622803
14,134217728,0.323279551097
14,268435456,0.830138138362
15,256,0.00354725973947
15,512,0.00388387271336
15,1024,0.00350608144488
15,2048,0.00368254525321
15,4096,0.00349886076791
15,8192,0.00366888727461
15,16384,0.00348343167986
15,32768,0.00351997784206
15,65536,0.00371507235936
15,131072,0.00384627069746
15,262144,0.00387351853507
15,524288,0.00410417148045
15,1048576,0.00480045591082
15,2097152,0.00695579392569
15,4194304,0.0106244087219
15,8388608,0.0183597973415
15,16777216,0.0351568630763
15,33554432,0.0685244287763
15,67108864,0.141603674207
15,134217728,0.360672746386
15,268435456,0.810955422265
16,256,0.00383366857256
16,512,0.00345914704459
16,1024,0.00356231416975
16,2048,0.00358118329729
16,4096,0.00363666670663
16,8192,0.00345230102539
16,16384,0.00340795516968
16,32768,0.00340434483119
16,65536,0.00353908538818
16,131072,0.00353298868452
16,262144,0.00382876396179
16,524288,0.00402283668518
16,1048576,0.00449984414237
16,2097152,0.00599091393607
16,4194304,0.00865115438189
16,8388608,0.0147025925773
16,16777216,0.0286239215306
16,33554432,0.059025151389
16,67108864,0.135920592717
16,134217728,0.199997425079
16,268435456,0.554799761091
